EvaluationID,SlopeCollected,SlopeStartTransect,SlopeEndTransect,SlopeReachLength,TotalElevationChangePass1,TotalElevationChangePass2,TotalElevationChangePass3,SlopeMethod,SlopeFlag,PoolsCollected,PoolReachLength,RecordID
RA-LS-11090_2020-09-02,Fully Collected,A,K,150,4.24,4.2,,Transit,Within 10 percent,Fully Collected,150,RA-LS-11090_2020-09-02
BR-SS-58484_2020-07-10,Fully Collected,K,A,150,4.79,4.83,,Transit,Within 10 percent,Fully Collected,150,BR-SS-58484_2020-07-10
WR-LS-15625_2017-07-27,Fully Collected,A,K,150,1.66,1.65,,Transit,Within 10 percent,Fully Collected,150,WR-LS-15625_2017-07-27
MB-SS-1216_2019-07-16,Fully Collected,K,A,150,2.26,2.29,,Transit,Within 10 percent,Fully Collected,150,MB-SS-1216_2019-07-16
MB-SS-1217_2018-07-05,Fully Collected,K,A,150,1.98,1.8,,Transit,Within 10 percent,Fully Collected,150,MB-SS-1217_2018-07-05
MT-LS-24370_2019-06-05,Fully Collected,A,K,150,2.1,2.1,,Transit,Within 10 percent,Fully Collected,150,MT-LS-24370_2019-06-05
BS-LS-1035_2017-08-27,Fully Collected,K,A,150,0.49,0.53,,Transit,Within 10 percent,Collected No Pools Present,150,BS-LS-1035_2017-08-27
KR-SS-12617_2017-08-03,Fully Collected,A,K,150,7.06,7.04,,Transit,Within 10 percent,Fully Collected,150,KR-SS-12617_2017-08-03
RN-RV-15289_2020-07-21,Fully Collected,A,K,150,0.18,0.17,,Transit,Within 10 percent,Fully Collected,150,RN-RV-15289_2020-07-21
MP-SS-2094_2019-08-12,Fully Collected,A,K,150,13.17,13.15,,Transit,Within 10 percent,Fully Collected,150,MP-SS-2094_2019-08-12
WR-SS-14541_2017-09-26,Fully Collected,A,K,150,5.94,5.91,,Transit,Within 10 percent,Collected No Pools Present,150,WR-SS-14541_2017-09-26
NPRA15-LS-9054_2017-07-14,Fully Collected,K,A,204.4,0.32,0.3,,Transit,Within 10 percent,Not Collected,,NPRA15-LS-9054_2017-07-14
BT-RV-1000_2019-06-30,Fully Collected,A,K,162.6,0.19,0.18,,Transit,Within 10 percent,Fully Collected,162.6,BT-RV-1000_2019-06-30
HU-SS-36644_2020-08-21,Fully Collected,A,K,150,8.97,9.75,,Transit,Within 10 percent,Collected No Pools Present,150,HU-SS-36644_2020-08-21
BT-TR-1464_2019-09-24,Fully Collected,K,A,150,4.93,4.95,,Transit,Within 10 percent,Fully Collected,150,BT-TR-1464_2019-09-24
NC-LS-9146_2019-07-29,Fully Collected,A,K,150,7.49,7.45,,Transit,Within 10 percent,Fully Collected,150,NC-LS-9146_2019-07-29
SA-LS-13578_2017-07-11,Fully Collected,K,A,150,4.07,3.93,,Transit,Within 10 percent,Fully Collected,150,SA-LS-13578_2017-07-11
MB-SS-1213_2019-06-13,Fully Collected,A,K,150,4.9,4.89,,Transit,Within 10 percent,Collected No Pools Present,150,MB-SS-1213_2019-06-13
TA-RV-10306_2016-09-06,Not Collected,,,,,,,null,,Not Collected,,TA-RV-10306_2016-09-06
XE-RM-5072_2020-06-26,Not Collected,,,,,,,null,,Not Collected,,XE-RM-5072_2020-06-26
LL-RV-1002_2019-09-09,Fully Collected,A,K,151.6,2.45,2.45,,Transit,Within 10 percent,Collected No Pools Present,151.16,LL-RV-1002_2019-09-09
KN-LS-13801_2018-06-19,Partially Collected,G,A,187.608,0.15,0.15,,Transit,Within 10 percent,Collected No Pools Present,187,KN-LS-13801_2018-06-19
SB-LS-14579_2016-09-05,Fully Collected,K,A,166.16,0.35,0.38,0.35,Transit,Within 10 percent,Collected No Pools Present,166,SB-LS-14579_2016-09-05
CO-SS-50646_2020-07-23,Fully Collected,A,K,150,1.74,1.72,,Transit,Within 10 percent,Fully Collected,150,CO-SS-50646_2020-07-23
GN-SS-10434_2016-08-20,Fully Collected,A,K,150,6.56,6.82,,Transit,Within 10 percent,Fully Collected,150,GN-SS-10434_2016-08-20
CO-LS-72342_2020-07-08,Fully Collected,A,K,150,0.97,0.83,0.92,Transit,Within 10 percent,Fully Collected,150,CO-LS-72342_2020-07-08
RA-TR-007_2016-08-23,Fully Collected,A,K,150,0.24,0.24,,Transit,Within 10 percent,Fully Collected,150,RA-TR-007_2016-08-23
SG-LS-1281_2020-09-17,Fully Collected,K,A,175.92,1.34,1.33,,Transit,Within 10 percent,Collected No Pools Present,175.92,SG-LS-1281_2020-09-17
XE-SS-5105_2019-07-31,Partially Collected,F,A,75,3.15,3.2,,Transit,Within 10 percent,Collected No Pools Present,75,XE-SS-5105_2019-07-31
NW-TR-1056_2019-08-21,Fully Collected,K,A,152.6,6.91,6.87,,Transit,Within 10 percent,Collected No Pools Present,152.6,NW-TR-1056_2019-08-21
SW-LS-23295_2017-07-23,Fully Collected,K,A,155.2,3.94,3.97,,Transit,Within 10 percent,Fully Collected,155.2,SW-LS-23295_2017-07-23
SW-RV-11535_2017-07-19,Not Collected,,,,,,,null,,Not Collected,,SW-RV-11535_2017-07-19
MN-SS-1117_2019-08-23,Partially Collected,A,I,120,17.41,16.57,,Transit,Within 10 percent,Fully Collected,106,MN-SS-1117_2019-08-23
TR-SS-10882_2019-08-13,Not Collected,,,,,,,null,,Not Collected,,TR-SS-10882_2019-08-13
MB-TR-74335_2020-08-02,Not Collected,,,,,,,null,,Collected No Pools Present,654.12,MB-TR-74335_2020-08-02
PN-SS-11177_2017-09-07,Fully Collected,K,A,150,26,26.29,,Transit,Within 10 percent,Collected No Pools Present,150,PN-SS-11177_2017-09-07
BS-TR-1258_2017-08-26,Fully Collected,K,A,150,10.01,10.11,,Transit,Within 10 percent,Fully Collected,150,BS-TR-1258_2017-08-26
VE-LS-14685_2017-06-19,Fully Collected,A,K,150,2.21,2.1,,Transit,Within 10 percent,Fully Collected,150,VE-LS-14685_2017-06-19
PO-TR-1441_2019-09-05,Not Collected,,,,,,,null,,Not Collected,,PO-TR-1441_2019-09-05
KA-LS-1065_2019-09-26,Fully Collected,K,A,150,2.23,2.31,,Transit,Within 10 percent,Fully Collected,150,KA-LS-1065_2019-09-26
PR-RV-10572_2016-08-11,Fully Collected,K,A,225.84,0.6,0.62,,Transit,Within 10 percent,Fully Collected,225.84,PR-RV-10572_2016-08-11
RA-TR-1254_2017-06-08,Fully Collected,A,K,150,0.02,0.03,0.03,Transit,Within 10 percent,Collected No Pools Present,150,RA-TR-1254_2017-06-08
BR-LS-48436_2019-07-27,Partially Collected,H,C,75,3.46,3.49,,Transit,Within 10 percent,Partially Collected Due to Accessiblity or Interrupted Flow,80,BR-LS-48436_2019-07-27
TA-LS-18710_2017-06-08,Fully Collected,A,K,150,2.02,2.02,,Transit,Within 10 percent,Fully Collected,150,TA-LS-18710_2017-06-08
RA-SS-10137_2020-07-24,Fully Collected,A,K,150,8.91,8.82,,Transit,Within 10 percent,Fully Collected,150,RA-SS-10137_2020-07-24
FR-TR-1256_2018-07-03,Fully Collected,K,A,150,2.22,2.25,,Transit,Within 10 percent,No Flow Not Collected,75,FR-TR-1256_2018-07-03
CL-TR-1008_2019-07-23,Fully Collected,A,K,150,0.44,0.43,,Transit,Within 10 percent,Fully Collected,150,CL-TR-1008_2019-07-23
NW-TR-1239_2019-08-10,Fully Collected,A,K,421.84,1.9,1.91,,Transit,Within 10 percent,Collected No Pools Present,421.84,NW-TR-1239_2019-08-10
MP-SS-2098_2019-10-03,Fully Collected,A,K,150,2.47,2.56,,Transit,Within 10 percent,Fully Collected,150,MP-SS-2098_2019-10-03
JA-RV-30568_2020-09-05,Fully Collected,A,K,163.52,0.22,0.23,,Transit,Within 10 percent,Fully Collected,163.52,JA-RV-30568_2020-09-05
NPRA15-LS-9011_2016-07-08,Fully Collected,A,K,540.8,0.2,0.015,0.215,Transit,Within 10 percent,Not Collected,,NPRA15-LS-9011_2016-07-08
KR-RV-10057_2017-09-20,Not Collected,,,,,,,null,,Not Collected,,KR-RV-10057_2017-09-20
TA-RV-19734_2017-08-26,Fully Collected,K,A,425.6,5.96,5.94,,Transit,Within 10 percent,Fully Collected,425.6,TA-RV-19734_2017-08-26
CY-LS-1006_2016-07-08,Not Collected,,,,,,,null,,Not Collected,,CY-LS-1006_2016-07-08
WR-LS-10973_2016-08-22,Fully Collected,A,K,150,1.9,1.85,,Transit,Within 10 percent,Collected No Pools Present,150,WR-LS-10973_2016-08-22
CBS-SS-1006_2019-07-29,Fully Collected,A,K,150,21.725,21.715,,Transit,Within 10 percent,Fully Collected,150,CBS-SS-1006_2019-07-29
US-SS-13470_2019-07-26,Fully Collected,A,K,150,3.55,3.58,,Transit,Within 10 percent,Fully Collected,150,US-SS-13470_2019-07-26
CAS-TR-16787_2020-07-24,Fully Collected,A,K,150,5.46,5.17,,Transit,Within 10 percent,Fully Collected,150,CAS-TR-16787_2020-07-24
VM-TR-1243_2019-07-30,Not Collected,,,,,,,null,,Fully Collected,220.24,VM-TR-1243_2019-07-30
SW-TR-1025_2017-06-09,Fully Collected,A,K,150,1.5,1.5,,Transit,Within 10 percent,Fully Collected,150,SW-TR-1025_2017-06-09
CY-SS-1047_2017-07-30,Fully Collected,K,A,150,7.26,7.26,,Transit,Within 10 percent,Not Collected,0,CY-SS-1047_2017-07-30
KS-SS-12113_2017-06-14,Fully Collected,K,A,150,5.75,5.74,,Transit,Within 10 percent,Fully Collected,150,KS-SS-12113_2017-06-14
SW-TR-1295_2019-07-11,Fully Collected,K,A,150,2.36,2.36,,Transit,Within 10 percent,Fully Collected,150,SW-TR-1295_2019-07-11
RS-SS-13609_2020-09-04,Fully Collected,K,A,150,1.34,1.33,,Transit,Within 10 percent,Fully Collected,150,RS-SS-13609_2020-09-04
XE-LS-5030_2018-08-10,Partially Collected,B,K,135,1.42,1.43,,Transit,Within 10 percent,Partially Collected Due to Accessiblity or Interrupted Flow,135,XE-LS-5030_2018-08-10
SW-SS-23311_2017-09-26,Fully Collected,A,K,150,8.32,8.34,,Transit,Within 10 percent,Fully Collected,150,SW-SS-23311_2017-09-26
W3021_2016-07-25,Fully Collected,A,F,75,1.885,1.88,,Transit,Within 10 percent,Fully Collected,150,W3021_2016-07-25
NW-SS-9272_2019-08-28,Fully Collected,K,A,150,3.73,3.82,,Transit,Within 10 percent,Fully Collected,150,NW-SS-9272_2019-08-28
IF-SS-10014_2016-07-09,Fully Collected,A,K,150,6.52,6.51,,Transit,Within 10 percent,Fully Collected,150,IF-SS-10014_2016-07-09
XE-SS-5126_2019-07-27,Fully Collected,A,K,150,1.11,1.14,,Transit,Within 10 percent,Fully Collected,150,XE-SS-5126_2019-07-27
RG-LS-10402_2016-07-09,Fully Collected,K,A,159.92,1.81,1.79,,Transit,Within 10 percent,Fully Collected,159,RG-LS-10402_2016-07-09
PR-RV-10607_2016-07-07,Fully Collected,A,K,150,0.53,0.47,0.49,Transit,Within 10 percent,Fully Collected,150,PR-RV-10607_2016-07-07
PS-SS-21977_2019-09-10,Fully Collected,A,K,150,1.63,1.5,,Transit,Within 10 percent,Fully Collected,150,PS-SS-21977_2019-09-10
IF-SS-10442_2016-06-12,Fully Collected,A,K,150,2.47,2.82,2.47,Transit,Within 10 percent,Fully Collected,150,IF-SS-10442_2016-06-12
RN-LS-10873_2017-08-14,Fully Collected,A,K,150,0.33,0.32,,Transit,Within 10 percent,Fully Collected,150,RN-LS-10873_2017-08-14
TA-RV-22806_2017-08-25,Fully Collected,K,A,428,3.34,3.36,,Transit,Within 10 percent,Not Collected,,TA-RV-22806_2017-08-25
XE-RM-5077_2020-06-23,Not Collected,,,,,,,null,,Not Collected,,XE-RM-5077_2020-06-23
TA-RV-15842_2017-06-29,Not Collected,,,,,,,null,,Not Collected,,TA-RV-15842_2017-06-29
XE-SS-5098_2018-06-25,Fully Collected,A,K,150,2.22,2.29,,Transit,Within 10 percent,Fully Collected,150,XE-SS-5098_2018-06-25
SA-SS-14458_2017-07-25,Fully Collected,K,A,150,12.33,12.26,,Transit,Within 10 percent,Fully Collected,150,SA-SS-14458_2017-07-25
KS-LS-17249_2017-08-22,Fully Collected,K,A,249.2,0.19,0.18,,Transit,Within 10 percent,Fully Collected,249.2,KS-LS-17249_2017-08-22
CT-TR-1264_2019-08-26,Fully Collected,A,K,150,9.28,9.47,,Transit,Within 10 percent,Fully Collected,150,CT-TR-1264_2019-08-26
BT-TR-1368_2019-09-08,Partially Collected,F,K,75,0.5,0.5,,Transit,Within 10 percent,Partially Collected Due to Accessiblity or Interrupted Flow,82,BT-TR-1368_2019-09-08
PN-LS-15145_2018-07-17,Partially Collected,F,K,100,0.57,0.55,,Transit,Within 10 percent,Fully Collected,200,PN-LS-15145_2018-07-17
MB-LS-11789_2018-05-09,Partially Collected,A,J,135,2.02,2.02,,Transit,Within 10 percent,Partially Collected Due to Accessiblity or Interrupted Flow,135,MB-LS-11789_2018-05-09
MB-TR-74298_2020-07-18,Fully Collected,K,A,561.12,3.49,3.49,,Transit,Within 10 percent,Fully Collected,561.12,MB-TR-74298_2020-07-18
RA-SS-11602_2016-09-21,Fully Collected,K,A,150,2.06,2.04,,Transit,Within 10 percent,Fully Collected,150,RA-SS-11602_2016-09-21
CN-SS-11146_2019-08-07,Fully Collected,K,A,150,6.37,6.38,,Transit,Within 10 percent,Collected No Pools Present,150,CN-SS-11146_2019-08-07
SL-SS-11729_2016-07-27,Fully Collected,K,A,150,10.15,10.62,,Transit,Within 10 percent,Partially Collected Due to Accessiblity or Interrupted Flow,140,SL-SS-11729_2016-07-27
PWS-SR-25567_2018-08-24,Fully Collected,K,A,316,1.36,1.37,,Transit,Within 10 percent,Collected No Pools Present,316,PWS-SR-25567_2018-08-24
PSF-LS-1007_2018-07-27,Fully Collected,A,K,150,0.225,0.2175,,Transit,Within 10 percent,Fully Collected,150,PSF-LS-1007_2018-07-27
SA-SS-11038_2016-09-17,Fully Collected,A,K,150,9.55,9.41,,Transit,Within 10 percent,Fully Collected,150,SA-SS-11038_2016-09-17
UC-SS-10061_2019-06-25,Fully Collected,A,K,150,4.65,4.71,,Transit,Within 10 percent,Fully Collected,150,UC-SS-10061_2019-06-25
XE-LS-5063_2019-09-22,Fully Collected,A,K,150,1.96,1.99,,Transit,Within 10 percent,Fully Collected,150,XE-LS-5063_2019-09-22
FA-RV-22194_2017-08-13,Not Collected,,,,,,,null,,Not Collected,,FA-RV-22194_2017-08-13
GN-SS-12310_2017-06-28,Fully Collected,K,A,150,5.12,5.08,,Transit,Within 10 percent,Fully Collected,150,GN-SS-12310_2017-06-28
TA-LS-17218_2017-06-30,Fully Collected,A,K,150,2.51,2.48,,Transit,Within 10 percent,Fully Collected,150,TA-LS-17218_2017-06-30
CO-SS-9426_2017-09-05,Fully Collected,K,A,150,4.1,4.12,,Hand Level,Within 10 percent,Fully Collected,150,CO-SS-9426_2017-09-05
BT-TR-1110_2019-08-09,Partially Collected,A,H,236.04,3.07,3.11,,Transit,Within 10 percent,Not Collected,0,BT-TR-1110_2019-08-09
TR-LS-12146_2016-06-25,Fully Collected,A,K,150,0.95,0.94,,Transit,Within 10 percent,Fully Collected,150,TR-LS-12146_2016-06-25
LC-LS-1045_2018-06-14,Fully Collected,A,K,150,3.79,3.8,,Transit,Within 10 percent,Fully Collected,150,LC-LS-1045_2018-06-14
WD-TR-011_2020-10-06,Fully Collected,A,K,150,13.89,12.79,,Transit,Within 10 percent,Fully Collected,150,WD-TR-011_2020-10-06
JA-RV-58984_2020-09-02,Fully Collected,K,A,150,0.93,,,Transit,Only one pass,Fully Collected,150,JA-RV-58984_2020-09-02
RA-TR-1397_2018-08-07,Fully Collected,K,A,150,8.81,8.87,,Transit,Within 10 percent,Fully Collected,150,RA-TR-1397_2018-08-07
JA-SS-59880_2020-08-21,Fully Collected,A,K,150,3.31,3.21,,Transit,Within 10 percent,Fully Collected,150,JA-SS-59880_2020-08-21
UC-RV-12461_2017-08-13,Not Collected,,,,,,,null,,Not Collected,,UC-RV-12461_2017-08-13
CR-LS-11645_2017-07-19,Fully Collected,A,K,216.4,6.5,6.54,,Transit,Within 10 percent,Collected No Pools Present,216.4,CR-LS-11645_2017-07-19
GL-TR-006_2016-08-09,Fully Collected,A,K,150,5.89,5.89,,Transit,Within 10 percent,Not Collected,,GL-TR-006_2016-08-09
GL-SS-1011_2017-06-28,Partially Collected,F,J,268,9.19,9.21,,Transit,Within 10 percent,Collected No Pools Present,,GL-SS-1011_2017-06-28
SW-TR-1193_2019-06-14,Fully Collected,K,A,150,5.23,5.25,,Transit,Within 10 percent,Fully Collected,150,SW-TR-1193_2019-06-14
RS-LS-15273_2020-09-06,Fully Collected,K,A,282.28,17.96,18.03,,Transit,Within 10 percent,Fully Collected,282.28,RS-LS-15273_2020-09-06
FR-TR-1460_2018-06-12,Fully Collected,A,K,150,8.79,8.72,,Transit,Within 10 percent,Fully Collected,150,FR-TR-1460_2018-06-12
SV-LS-13698_2018-08-07,Partially Collected,A,H,205.52,1.49,1.52,,Transit,Within 10 percent,Collected No Pools Present,205,SV-LS-13698_2018-08-07
SW-RV-21775_2017-07-26,Not Collected,,,,,,,null,,Not Collected,,SW-RV-21775_2017-07-26
SA-SS-13322_2017-07-22,Fully Collected,A,K,150,7.74,7.78,,Transit,Within 10 percent,Fully Collected,150,SA-SS-13322_2017-07-22
PR-RV-10751_2016-08-05,Partially Collected,C,K,658.56,1.9,1.89,1.89,Transit,Within 10 percent,Fully Collected,658.56,PR-RV-10751_2016-08-05
BS-SS-1025_2017-08-10,Fully Collected,K,A,150,22.76,22.74,,Transit,Within 10 percent,Fully Collected,150,BS-SS-1025_2017-08-10
PR-LS-11836_2016-06-06,Fully Collected,K,A,150,2.79,2.74,,Transit,Within 10 percent,Fully Collected,150,PR-LS-11836_2016-06-06
PWS-SR-21951_2018-08-27,Fully Collected,A,K,522,1.95,1.98,,Transit,Within 10 percent,Fully Collected,522,PWS-SR-21951_2018-08-27
CO-LS-41894_2020-09-06,Fully Collected,A,K,157.72,2.85,2.13,2.77,Transit,Within 10 percent,Fully Collected,157.72,CO-LS-41894_2020-09-06
WD-TR-1167_2019-09-06,Not Collected,,,,,,,null,,Fully Collected,150,WD-TR-1167_2019-09-06
MT-TR-1064_2019-06-11,Fully Collected,A,K,150,6.94,5.91,5.92,Transit,Within 10 percent,Fully Collected,150,MT-TR-1064_2019-06-11
G3052_2016-06-23,Partially Collected,C,J,105,3.45,3.44,,Transit,Within 10 percent,Partially Collected Due to Accessiblity or Interrupted Flow,105,G3052_2016-06-23
XN-SS-4104_2020-07-27,Fully Collected,A,K,150,10.04,9.97,,Transit,Within 10 percent,Fully Collected,150,XN-SS-4104_2020-07-27
SL-SS-10001_2016-08-16,Fully Collected,K,A,150,3.22,3.18,,Transit,Within 10 percent,Fully Collected,150,SL-SS-10001_2016-08-16
RA-SS-11161_2020-07-26,Fully Collected,A,K,150,0.75,0.76,,Transit,Within 10 percent,Collected No Pools Present,150,RA-SS-11161_2020-07-26
GWS-SR-28604_2018-08-29,Fully Collected,A,K,266.2,0.41,0.38,,Transit,Within 10 percent,Fully Collected,266.2,GWS-SR-28604_2018-08-29
RI-LS-1152_2019-06-11,Fully Collected,K,A,150,1.67,1.66,,Transit,Within 10 percent,Collected No Pools Present,150,RI-LS-1152_2019-06-11
TA-RV-17826_2017-06-17,Not Collected,,,,,,,null,,Not Collected,,TA-RV-17826_2017-06-17
CO-SS-10902_2020-07-11,Fully Collected,A,K,150,18.49,18.15,,Transit,Within 10 percent,Fully Collected,62.5,CO-SS-10902_2020-07-11
CT-TR-1307_2019-08-22,Fully Collected,A,K,150,1.34,1.38,,Transit,Within 10 percent,Fully Collected,150,CT-TR-1307_2019-08-22
GL-TR-008_2016-08-10,Fully Collected,A,K,150,3.33,3.3,,Transit,Within 10 percent,Not Collected,,GL-TR-008_2016-08-10
GJ-LS-10381_2016-06-27,Fully Collected,A,K,150,1.29,1.28,,Transit,Within 10 percent,Fully Collected,150,GJ-LS-10381_2016-06-27
SW-SS-19190_2016-06-12,Fully Collected,K,A,150,8.22,8.22,,Transit,Within 10 percent,Fully Collected,150,SW-SS-19190_2016-06-12
RA-TR-6267_2020-09-16,Fully Collected,A,K,150,6.65,6.66,,Transit,Within 10 percent,Fully Collected,150,RA-TR-6267_2020-09-16
CY-TR-1313_2018-08-21,Fully Collected,A,K,150,2.85,2.95,,Transit,Within 10 percent,Fully Collected,150,CY-TR-1313_2018-08-21
BR-TR-38889_2020-07-13,Fully Collected,K,A,150,2.15,2.23,,Transit,Within 10 percent,Fully Collected,150,BR-TR-38889_2020-07-13
TA-RV-21922_2017-08-04,Not Collected,,,,,,,null,,Not Collected,,TA-RV-21922_2017-08-04
LS-LS-12745_2017-09-05,Fully Collected,K,A,170.2,1.28,1.3,,Transit,Within 10 percent,Fully Collected,170.2,LS-LS-12745_2017-09-05
SG-SS-1268_2019-06-04,Fully Collected,K,A,150,7.67,7.45,,Transit,Within 10 percent,Fully Collected,150,SG-SS-1268_2019-06-04
FMD-TR-1340_2017-08-09,Fully Collected,A,K,150,3.02,2.78,,Transit,Within 10 percent,Collected No Pools Present,135,FMD-TR-1340_2017-08-09
HU-SS-48852_2019-09-07,Partially Collected,K,A,120,11.25,11.3,,Transit,Within 10 percent,Collected No Pools Present,150,HU-SS-48852_2019-09-07
PSF-LS-1004_2018-07-26,Fully Collected,K,A,150,0.0475,0.045,,Transit,Within 10 percent,Collected No Pools Present,150,PSF-LS-1004_2018-07-26
FR-TR-1325_2019-09-16,Fully Collected,K,A,431.16,0.17,0.16,,Transit,Within 10 percent,Fully Collected,431.16,FR-TR-1325_2019-09-16
NW-SS-9261_2020-06-09,Partially Collected,A,J,120,14.53,14.43,,Transit,Within 10 percent,Partially Collected Due to Accessiblity or Interrupted Flow,135,NW-SS-9261_2020-06-09
TRS-SS-22594_2019-07-26,Fully Collected,K,A,150,6.17,,,Transit,Only one pass,Fully Collected,150,TRS-SS-22594_2019-07-26
TA-RV-10018_2016-06-09,Fully Collected,A,E,150,2.02,,,Transit,Only one pass,Collected No Pools Present,150,TA-RV-10018_2016-06-09
W2121_2016-09-12,Fully Collected,A,K,150,2.86,2.865,,Transit,Within 10 percent,Fully Collected,150,W2121_2016-09-12
OT-LS-7076_2019-09-06,Partially Collected,F,K,246.28,0.03,0.03,,Transit,Within 10 percent,Not Collected,0,OT-LS-7076_2019-09-06
RA-SS-11289_2020-08-06,Fully Collected,A,K,150,5.26,5.28,,Transit,Within 10 percent,Fully Collected,150,RA-SS-11289_2020-08-06
JA-RV-41576_2020-09-03,Fully Collected,A,K,150,0.27,0.27,,Transit,Within 10 percent,Fully Collected,150,JA-RV-41576_2020-09-03
KR-SS-15097_2017-09-12,Partially Collected,F,A,75,3.14,3.14,,Transit,Within 10 percent,Partially Collected Due to Accessiblity or Interrupted Flow,75,KR-SS-15097_2017-09-12
KN-SS-13217_2018-09-10,Fully Collected,A,K,150,14.07,13.755,,Transit,Within 10 percent,Fully Collected,150,KN-SS-13217_2018-09-10
GL-LS-1026_2016-07-19,Fully Collected,K,A,164.52,13.44,13.48,,Transit,Within 10 percent,Not Collected,,GL-LS-1026_2016-07-19
TU-SS-51832_2020-08-05,Fully Collected,A,K,150,2.12,2.06,,Transit,Within 10 percent,Fully Collected,150,TU-SS-51832_2020-08-05
CF-LS-15578_2020-07-25,Fully Collected,K,A,150,4.69,4.72,,Transit,Within 10 percent,Fully Collected,150,CF-LS-15578_2020-07-25
CTO-SS-1062_2019-08-08,Not Collected,,,,,,,null,,Not Collected,,CTO-SS-1062_2019-08-08
KN-SS-14497_2020-07-09,Fully Collected,K,A,150,3.47,3.45,,Transit,Within 10 percent,Fully Collected,150,KN-SS-14497_2020-07-09
SU-LS-8384_2019-08-22,Fully Collected,K,A,150,1,1.01,,Transit,Within 10 percent,Collected No Pools Present,150,SU-LS-8384_2019-08-22
BT-TR-1222_2019-08-08,Fully Collected,A,K,150,1.4,1.43,,Transit,Within 10 percent,Fully Collected,150,BT-TR-1222_2019-08-08
CY-RV-1060_2017-07-06,Fully Collected,K,A,488,3.45,3.48,,Transit,Within 10 percent,Fully Collected,488,CY-RV-1060_2017-07-06
PR-SS-10287_2016-06-27,Fully Collected,K,A,150,10.44,10.44,,Transit,Within 10 percent,Partially Collected Due to Accessiblity or Interrupted Flow,60,PR-SS-10287_2016-06-27
FR-TR-1357_2017-08-09,Fully Collected,K,A,150,7.27,7.28,,Transit,Within 10 percent,Fully Collected,150,FR-TR-1357_2017-08-09
RA-SS-11097_2016-07-14,Fully Collected,A,K,150,2.57,2.55,,Transit,Within 10 percent,Fully Collected,150,RA-SS-11097_2016-07-14
FR-TR-1351_2019-07-25,Fully Collected,A,K,150,3.1,3.09,,Transit,Within 10 percent,Fully Collected,150,FR-TR-1351_2019-07-25
RA-TR-003_2016-08-17,Fully Collected,A,K,150,0.38,0.35,,Transit,Within 10 percent,Fully Collected,150,RA-TR-003_2016-08-17
FI-RV-21516_2017-10-10,Not Collected,,,,,,,null,,Partially Collected Due to Accessiblity or Interrupted Flow,321,FI-RV-21516_2017-10-10
AA-STR-0008_2019-08-27,Fully Collected,A,K,208,1.96,1.96,,Transit,Within 10 percent,Fully Collected,208.72,AA-STR-0008_2019-08-27
FR-TR-003_2016-07-24,Fully Collected,K,A,154,1.68,1.69,,Transit,Within 10 percent,Fully Collected,150,FR-TR-003_2016-07-24
